105079,130524
105092,130411
105071,130431
105073,130424
105067,130413
105064,130392
105052,130378
105078,130388
105108,130448
105057,130480
105016,130428
105105,130423
105103,130480
105110,130442
105075,130413
105082,130498
105105,130477
105110,130411
105079,130461
105067,130472
105093,130504
105113,130424
105149,130510
105032,130500
105033,130391
105128,130437
105125,130536
105076,130522
105065,130437
105087,130423
105151,130544
105088,130524
105081,130451
105105,130487
105046,130515
105063,130469
105087,130484
105154,130524
105071,130505
105099,130506
105069,130544
105094,130471
105154,130526
105098,130563
105082,130547
105109,130474
105121,130488
105142,130564
105106,130534
105092,130539
105116,130493
105174,130539
105137,130600
105073,130552
105146,130553
105092,130495
105131,130461
105073,130516
104977,130444
104987,130413
104987,130373
105009,130285
105013,130225
104921,130171
104899,130175
104945,130070
104924,130073
104833,129975
104828,129859
104820,129922
104765,129905
104741,129875
104766,129798
104792,129756
104820,129797
104820,129837
104731,129842
104760,129863
104724,129767
104763,129732
104830,129807
104787,129885
104730,129860
104711,129816
104752,129851
104770,129805
104828,129852
104828,129885
104782,129889
104759,129846
104817,129879
104816,129951
104754,129910
104777,129927
104779,129911
104870,129897
104876,129916
104839,129945
104840,129854
104897,129905
