ir,red
116688,101742
116742,101757
116766,101801
116744,101746
116741,101764
116817,101789
116841,101815
116806,101789
116771,101797
116766,101721
116795,101771
116817,101800
116759,101758
116749,101742
116709,101736
116747,101763
116764,101759
116733,101765
116722,101744
116701,101689
116749,101726
116747,101772
116732,101757
116733,101751
116733,101700
116802,101760
116797,101760
116834,101793
116834,101772
116820,101776
116870,101821
116910,101800
116954,101864
116959,101807
116986,101808
117050,101880
117122,101948
117164,101945
117132,101942
117161,101917
117246,101951
117264,102000
117333,102002
117354,101983
117297,101972
117404,102052
117447,102051
117516,102048
117474,102069
117549,102067
117625,102124
117674,102134
117659,102127
117676,102107
117708,102163
117807,102224
117822,102190
117877,102224
117843,102177
117894,102172
117954,102227
118016,102279
118065,102281
118032,102242
118053,102278
118172,102325
118162,102335
118189,102338
118195,102317
118211,102330
118294,102389
118314,102413
118333,102432
118334,102388
118389,102403
118497,102452
118499,102463
118498,102446
118519,102452
118535,102466
118586,102520
118604,102532
118628,102533
118620,102495
118681,102535
118723,102568
118754,102601
118766,102535
118749,102528
118767,102560
118823,102597
118843,102623
118812,102607
118833,102571
118862,102590
118935,102647
118905,102648
118936,102657
118906,102605
118922,102588
118984,102650
118958,102691
118993,102689
118953,102610
118975,102638
119046,102672
119034,102706
119041,102681
119011,102640
119031,102669
119098,102702
119097,102729
119135,102713
119090,102695
119127,102718
119185,102777
119194,102755
119222,102769
119217,102719
119256,102767
119310,102830
119371,102823
119345,102841
119335,102748
119386,102860
119469,102901
119475,102861
119470,102847
119442,102861
119467,102818
119447,102841
119306,102806
119130,102688
118850,102549
118551,102435
118256,102346
117873,102165
117504,102011
117130,101813
116852,101776
116634,101702
116426,101598
116213,101507
116019,101426
115946,101410
115846,101364
115747,101331
115606,101248
115523,101211
115498,101244
115469,101227
115444,101170
115356,101151
115324,101124
115324,101174
115375,101178
115344,101167
115363,101199
115346,101155
115452,101201
115454,101229
115485,101230
115522,101234
115499,101210
115615,101288
115671,101312
115664,101315
115750,101314
115691,101304
115807,101400
115882,101398
115895,101412
115925,101401
115955,101394
116012,101446
116095,101504
116108,101499
116111,101497
116087,101485
116212,101524
116230,101565
116255,101552
116269,101520
116266,101548
116354,101602
116402,101618
116424,101627
116484,101615
116526,101637
116629,101720
116705,101738
116767,101752
116822,101773
116838,101788
117003,101865
117077,101890
117086,101892
117145,101912
117156,101886
117298,101933
117313,101988
117311,101988
117286,101972
117283,101926
117346,101995
117359,102007
117355,101998
117300,101958
117298,101953
117318,101991
117352,101989
117334,101973
117280,101948
117234,101923
117312,101956
117249,101971
117291,101952
117204,101923
117208,101908
117275,101954
117264,101954
117277,101920
117227,101920
117216,101925
117288,101987
117301,101985
117351,101997
117324,101953
117311,101955
117393,101999
117418,102028
117452,102033
117421,102024
117467,102022
117534,102080
117589,102093
117576,102115
117598,102042
117614,102075
117713,102131
117754,102147
117777,102176
117789,102140
117803,102181
117864,102210
117912,102220
117962,102256
117937,102250
118012,102263
118069,102291
118086,102322
118143,102333
118145,102283
118163,102304
118283,102351
118266,102378
118282,102358
118271,102330
118338,102388
118423,102432
118420,102448
118424,102454
118390,102415
118488,102447
118578,102492
118566,102481
118614,102496
118590,102469
118643,102494
118704,102544
118723,102553
118732,102542
118699,102530
118745,102589
118795,102612
118811,102612
118865,102593
118823,102586
118891,102591
118956,102666
118965,102658
118955,102635
118927,102622
119011,102655
119031,102720
119035,102716
119061,102693
119020,102661
119067,102690
119121,102737
119111,102691
119105,102715
119067,102676
119101,102709
119190,102768
119169,102772
119153,102733
119134,102712
119180,102730
119234,102780
119219,102746
119209,102761
119168,102722
119215,102770
119282,102781
119271,102760
119295,102771
119251,102712
119275,102799
119345,102838
119370,102819
119303,102807
119284,102761
119385,102830
119426,102873
119444,102865
119411,102854
119425,102824
119526,102863
119550,102912
119563,102900
119531,102914
119529,102879
119590,102955
119650,102990
119681,102961
119643,102942
119691,102931
119699,102934
119719,102981
119653,102951
119558,102875
119348,102762
119200,102729
118939,102575
118608,102480
118257,102329
117867,102129
117581,102059
117270,101937
116991,101827
116715,101712
116515,101614
116387,101607
116297,101586
116142,101478
116019,101410
115893,101364
115893,101403
115841,101418
115788,101375
115686,101320
115658,101296
115645,101324
115690,101310
115677,101318
115666,101323
115626,101273
115688,101341
115738,101382
115755,101358
115760,101347
115744,101357
115850,101420
115878,101425
115912,101437
115924,101421
115973,101440
116056,101494
116104,101504
116146,101518
116122,101517
116161,101524
116249,101569
116329,101622
116309,101611
116319,101553
116354,101614
116424,101652
116410,101687
116471,101656
116450,101658
116498,101665
116596,101696
116631,101717
116636,101760
116682,101703
116691,101752
116826,101808
116894,101826
116926,101866
116993,101854
117010,101887
117148,101939
117213,101959
117261,101987
117298,101968
117298,101964
117401,102042
117422,102042
117411,102050
117427,102021
117415,102049
117486,102048
117461,102080
117458,102033
117386,102012
117357,102013
117419,102063
117362,102013
117338,101999
117289,101967
117257,101975
117341,102025
117327,101995
117281,101964
117208,101929
117222,101975
117268,101977
117211,101999
117226,101982
117189,101893
117203,101959
117246,101986
117237,101954
117272,101975
117249,101908
117257,101929
117322,102015
117346,102005
117372,102046
117331,102002
117392,101982
117475,102094
117465,102106
117518,102082
117516,102060
117557,102094
117667,102160
117704,102155
117720,102163
117708,102113
117754,102180
117841,102220
117891,102251
117926,102230
117896,102227
117979,102255
118039,102290
118098,102293
118105,102306
118060,102280
118158,102351
118259,102373
118274,102374
118308,102417
118284,102352
118369,102390
118442,102466
118476,102451
118494,102464
118499,102418
118587,102516
118666,102509
118645,102558
118687,102535
118699,102512
118776,102582
118848,102602
118838,102598
118882,102613
118873,102600
118926,102669
118997,102663
119031,102667
119030,102692
119028,102620
119099,102715
119172,102753
119184,102762
119188,102743
119214,102714
119254,102779
119315,102789
119331,102832
119331,102794
119281,102772
119368,102820
119432,102862
119449,102854
119439,102839
119417,102805
119465,102881
119550,102889
119517,102865
119538,102859
119533,102857
119574,102870
119630,102927
119608,102923
119609,102896
119591,102890
119685,102935
119678,102948
119734,102959
119719,102942
119685,102934
119743,102980
119791,103008
119781,102975
119784,102911
119776,102932
119853,103034
119901,103013
119887,103028
119876,103019
119888,103004
119947,103067
119986,103069
120015,103091
120007,103069
120013,103053
120054,103124
120089,103124
120146,103137
120133,103123
120145,103127
120207,103138
120212,103161
120189,103140
120121,103104
120047,103077
119979,103053
119808,102979
119562,102876
119211,102668
118829,102544
118537,102449
118160,102282
117811,102147
117398,101969
117134,101868
116975,101829
116775,101754
116620,101694
116450,101601
116338,101554
116293,101554
116168,101549
116081,101510
116048,101468
115986,101432
116009,101477
115969,101439
115939,101411
115909,101389
115908,101415
115959,101434
115948,101471
115966,101457
115956,101423
116002,101429
116077,101506
116151,101497
116146,101511
116155,101481
116183,101528
116329,101568
116319,101596
116389,101592
116410,101579
116452,101639
116533,101675
116573,101707
116609,101706
116608,101687
116633,101711
116732,101772
116762,101791
116793,101789
116785,101760
116828,101806
116869,101834
116928,101882
117009,101836
116960,101846
117054,101890
117128,101947
117237,101969
117251,101985
117315,101979
117416,102009
117510,102078
117581,102104
117659,102137
117667,102103
117713,102154
117837,102220
117889,102243
117899,102244
117889,102201
117924,102208
118012,102264
117957,102266
117969,102247
117914,102204
117956,102220
117991,102243
117946,102235
117925,102225
117872,102183
117882,102202
117902,102208
117898,102219
117891,102204
117796,102147
117847,102179
117851,102221
117839,102202
117832,102189
117750,102119
117815,102172
117837,102202
117844,102218
117834,102160
117812,102158
117866,102209
117904,102215
117925,102223
117926,102250
117929,102203
117958,102243
118049,102293
118055,102297
118061,102282
118072,102261
118153,102284
118204,102330
118233,102350
118230,102342
118229,102327
118298,102378
118373,102390
118402,102417
118427,102415
118414,102407
118536,102457
118618,102471
118598,102464
118650,102492
118627,102467
118707,102545
118760,102573
118803,102598
118820,102573
118817,102558
118904,102641
118967,102649
118987,102655
118998,102617
118987,102615
119089,102683
119127,102714
119151,102728
119194,102710
119154,102683
119260,102768
119284,102767
119338,102781
119323,102779
119356,102767
119375,102847
119460,102865
119479,102852
119494,102823
119489,102835
119525,102890
119590,102918
119602,102904
119589,102885
119581,102876
119681,102952
119708,102948
119733,102940
119733,102928
119695,102939
119777,102976
119832,102990
119808,102998
119798,102988
119832,102985
119888,103043
119923,103029
119915,103036
119871,102998
119899,103034
119975,103087
119972,103076
119961,103059
119937,103020
119972,103040
120026,103085
120051,103094
120030,103068
120020,103060
119998,103048
120078,103102
120073,103111
120070,103122
120086,103075
120071,103065
120129,103139
120143,103118
120171,103135
120148,103111
120157,103104
120211,103160
120223,103162
120237,103176
120253,103140
120268,103155
120321,103214
120331,103220
120362,103202
120334,103172
120381,103206
120461,103250
120429,103228
120464,103239
120405,103221
120406,103214
120417,103273
120357,103238
120257,103169
120073,103048
119816,102957
119564,102848
119181,102672
118795,102528
118424,102366
118049,102222
117780,102128
117423,101999
117187,101899
116910,101789
116803,101759
116683,101738
116541,101641
116437,101605
116302,101539
116221,101538
116261,101525
116185,101519
116139,101518
116089,101419
116093,101446
116130,101508
116087,101491
116091,101466
116034,101443
116124,101503
116145,101551
116194,101559
116203,101506
116203,101502
116274,101550
116321,101571
116369,101623
116409,101598
116385,101595
116485,101651
116522,101668
116559,101669
116592,101721
116566,101682
116633,101731
116650,101770
116729,101766
116773,101761
116710,101709
116806,101763
116827,101780
116873,101801
116843,101814
116847,101762
116917,101846
116989,101873
117029,101859
117053,101863
117043,101848
117176,101916
117176,101949
117286,101994
117366,101986
117348,101960
117471,102053
117568,102107
117575,102105
117655,102112
117644,102076
117719,102166
117769,102194
117769,102129
117712,102153
117702,102094
117749,102180
117778,102199
117770,102189
117717,102161
117687,102100
117736,102137
117737,102159
117749,102149
117698,102122
117639,102078
117695,102132
117716,102142
117672,102121
117665,102080
117603,102058
117656,102097
117680,102113
117662,102113
117620,102086
117638,102087
117657,102103
117694,102131
117729,102107
117714,102130
117739,102110
117822,102149
117839,102174
117858,102188
117848,102171
117887,102156
117944,102210
117988,102244
118024,102239
118001,102232
118054,102255
118146,102268
118215,102339
118189,102326
118216,102302
118239,102315
118359,102370
118404,102393
118410,102371
118429,102368
118446,102384
118576,102483
118620,102470
118640,102479
118654,102459
118664,102499
118807,102548
118842,102556
118875,102579
118849,102550
118898,102566
118980,102613
119033,102636
119015,102649
119021,102610
119058,102634
119130,102693
119201,102737
119215,102698
119218,102699
119213,102678
119314,102780
119363,102801
119378,102749
119376,102726
119399,102751
119452,102809
119496,102814
119530,102817
119516,102767
119527,102815
119595,102878
119647,102890
119652,102889
119667,102857
119702,102882
119726,102921
119803,102923
119794,102927
119813,102898
119822,102946
119899,103018
119947,102964
119939,102993
119941,102954
119971,103000
120022,103009
120055,103024
120047,103040
120063,103013
120052,103023
120139,103094
120144,103098
120158,103078
120114,103047
120167,103098
120203,103097
120236,103102
120232,103114
120239,103107
120265,103135
120349,103158
120331,103187
120344,103170
120302,103130
120355,103158
120438,103193
120449,103220
120476,103206
120458,103186
120488,103208
120537,103252
120541,103276
120536,103250
120569,103205
120648,103267
120669,103297
120702,103295
120686,103274
120693,103253
120747,103338
120816,103370
120853,103359
120812,103361
120809,103358
120882,103377
120941,103422
120941,103434
120955,103396
120920,103380
120948,103413
120925,103420
120865,103372
120718,103288
120500,103179
120280,103097
120005,103003
119582,102812
119142,102591
118708,102385
118360,102311
118146,102203
117788,102089
117520,101987
117247,101836
117134,101823
116962,101790
116887,101743
116770,101695
116642,101610
116613,101590
116616,101637
116579,101625
116536,101597
116480,101560
116545,101615
116572,101634
116580,101609
116565,101602
116585,101614
116672,101655
116703,101678
116734,101726
116803,101729
116859,101716
116956,101769
117041,101826
117091,101824
117104,101833
117137,101838
117235,101910
117342,101953
117381,101956
117397,101922
117419,101925
117543,102034
117626,102071
117671,102080
117679,102071
117704,102046
117810,102113
117868,102123
117894,102143
117909,102152
117943,102124
118059,102211
118140,102260
118162,102261
118156,102258
118210,102245
118352,102357
118407,102346
118497,102366
118539,102378
118580,102436
118695,102463
118785,102511
118806,102527
118861,102507
118871,102509
118982,102608
119004,102584
119012,102597
119009,102599
118996,102590
119051,102616
119039,102620
119047,102630
119012,102572
118943,102574
119028,102614
118996,102579
118985,102571
118962,102490
118914,102510
118919,102576
118916,102549
118897,102529
118873,102501
118820,102523
118862,102546
118855,102527
118804,102534
118775,102498
118802,102458
118810,102540
118806,102538
118792,102541
118787,102461
118795,102481
118862,102542
118840,102532
118837,102566
118843,102488
118827,102520
118936,102569
118910,102597
118907,102559
118915,102534
118910,102558
118987,102611
119018,102608
119063,102645
119038,102590
119040,102620
119117,102695
119149,102681
119163,102655
119143,102642
119156,102643
119256,102724
119263,102697
119250,102692
119249,102694
119281,102696
119362,102753
119383,102750
119374,102750
119344,102734
119385,102753
119454,102794
119479,102775
119477,102792
119453,102739
119504,102817
119587,102824
119592,102830
119567,102835
119556,102793
119605,102846
119653,102900
119675,102862
119687,102887
119693,102849
119709,102878
119787,102951
119752,102957
119781,102915
119766,102878
119829,102928
119903,102969
119908,102983
119916,102967
119902,102910
119924,102951
120002,103019
120001,103009
120017,102975
119992,102947
120026,102997
120064,103047
120095,103038
120094,103038
120066,102979
120124,103047
120149,103062
120142,103054
120147,103059
120125,103003
120198,103109
120244,103112
120202,103091
120234,103079
120182,103052
120269,103120
120316,103146
120357,103149
120320,103134
120318,103098
120420,103147
120433,103166
120465,103198
120475,103181
120451,103114
120514,103207
120564,103243
120598,103227
120587,103188
120554,103173
120583,103227
120635,103267
120624,103264
120570,103219
120480,103191
120494,103177
120436,103186
120264,103055
119991,102936
119665,102780
119353,102665
119003,102560
118648,102414
118310,102262
117937,102110
117741,102069
117450,101976
117230,101875
117057,101788
116872,101741
116810,101706
116725,101668
116656,101641
116589,101582
116486,101524
116503,101570
116491,101578
116487,101584
116456,101540
116434,101523
116467,101593
116538,101617
116592,101602
116583,101589
116630,101617
116689,101684
116744,101694
116839,101700
116819,101699
116871,101711
116972,101806
117064,101830
117139,101848
117144,101827
117194,101835
117315,101913
117350,101944
117459,101970
117391,101956
117471,101983
117589,102007
117601,102031
117641,102065
117671,102011
117663,102035
117789,102116
117833,102138
117874,102147
117874,102117
117936,102127
118059,102226
118125,102245
118194,102272
118187,102245
118275,102270
118361,102347
118472,102366
118499,102401
118541,102397
118617,102419
118637,102504
118730,102500
118761,102488
118741,102463
118736,102467
118810,102520
118815,102525
118810,102516
118754,102486
118744,102499
118770,102505
118752,102520
118701,102503
118691,102465
118688,102464
118711,102494
118695,102477
118669,102459
118633,102398
118572,102412
118639,102448
118625,102433
118604,102429
118578,102400
118588,102383
118599,102455
118637,102458
118612,102457
118601,102409
118617,102448
118687,102484
118718,102510
118714,102473
118670,102453
118773,102504
118783,102504
118866,102529
118868,102532
118864,102517
118910,102542
118950,102586
119015,102612
119048,102608
119067,102594
119130,102660
119219,102686
119214,102710
119281,102704
119305,102661
119377,102720
119418,102777
119468,102801
119484,102790
119539,102795
119582,102865
119686,102894
119708,102885
119735,102891
119756,102894
119805,102946
119887,103004
119972,103000
119965,102969
119941,102956
120042,103002
120095,103031
120114,103070
120169,103075
120159,103041
120257,103083
120334,103142
120349,103135
120342,103143
120360,103129
120440,103155
120495,103210
120529,103208
120522,103222
120523,103177
120582,103243
120650,103295
120681,103284
120654,103260
120662,103239
120724,103298
120793,103315
120781,103332
120804,103299
120777,103276
120826,103362
120871,103367
120916,103371
120880,103331
120899,103323
120963,103408
121017,103425
121015,103409
120982,103410
120979,103383
121068,103433
121101,103463
121096,103455
121088,103454
121083,103441
121133,103456
121177,103531
121170,103520
121146,103499
121179,103491
121270,103517
121294,103566
121248,103548
121243,103508
121257,103500
121292,103567
121353,103574
121360,103581
121334,103524
121329,103557
121381,103603
121403,103622
121382,103617
121354,103571
121359,103561
121367,103623
121366,103571
121236,103517
121121,103444
120915,103346
120721,103286
120467,103141
120094,102981
119640,102759
119228,102582
118908,102545
118629,102424
118348,102264
118045,102148
117821,102076
117720,102083
117564,102001
117480,101960
117335,101861
117273,101864
117245,101870
117248,101880
117207,101874
117182,101816
117158,101820
117265,101893
117304,101902
117307,101892
117321,101875
117345,101919
117477,101949
117540,102005
117593,102009
117631,101975
117669,102046
117815,102112
117867,102122
117939,102128
118007,102134
118019,102194
118155,102260
118245,102301
118290,102287
118320,102268
118338,102291
118487,102362
118483,102384
118547,102404
118516,102386
118608,102412
118654,102462
118730,102446
118759,102500
118795,102459
118839,102514
118922,102570
118989,102580
119038,102596
119054,102593
119102,102642
119175,102672
119282,102715
119337,102719
119372,102712
119398,102760
119480,102795
119547,102798
119563,102817
119530,102774
119572,102786
119613,102822
119593,102832
119587,102824
119505,102755
119531,102786
119577,102805
119512,102763
119503,102805
119397,102691
119378,102709
119419,102762
119340,102765
119315,102719
119228,102648
119250,102669
119238,102676
119187,102680
119179,102656
119112,102618
119126,102610
119101,102627
119123,102626
119115,102586
119019,102566
119085,102586
119126,102611
119117,102607
119095,102623
119091,102575
119107,102591
119159,102612
119161,102644
119190,102639
119131,102611
119169,102668
119269,102699
119268,102693
119237,102683
119246,102638
119323,102664
119365,102699
119355,102724
119402,102735
119379,102681
119464,102742
119519,102785
119520,102771
119552,102761
119506,102762
119614,102793
119665,102830
119660,102825
119671,102825
119680,102803
119757,102847
119825,102855
119796,102904
119842,102884
119791,102861
119898,102903
119951,102955
119951,102949
119992,102954
119963,102894
120004,102939
120040,103003
120083,102999
120081,103005
120061,102954
120116,103004
